waktu,filtering,tweets,polarity_score,polarity
2022-12-21 15:33:35,"['rabu', 'pkl', 'wib', 'sd', 'selesai', 'laksana', 'giat', 'patroli', 'rangka', 'laksana', 'ppkm', 'level', '']",rabu pkl wib sd selesai laksana giat patroli rangka laksana ppkm level ,4,1
2022-12-21 15:29:15,"['presiden', 'joko', 'widodo', 'jokowi', 'sinyal', 'henti', 'bijak', 'batas', 'giat', 'masyar']",presiden joko widodo jokowi sinyal henti bijak batas giat masyar,-5,0
2022-12-21 15:23:53,"['wonu', 'ppkm', 'planga', 'plongo', 'kayak', 'meong']",wonu ppkm planga plongo kayak meong,-3,0
2022-12-21 15:22:31,"['rencana', 'ppkm', 'henti', 'tahun', 'aplikasi', 'peduli', 'lindung']",rencana ppkm henti tahun aplikasi peduli lindung,-3,0
2022-12-21 15:19:57,"['kasih', 'biar', 'blio', 'ppkm']",kasih biar blio ppkm,1,1
2022-12-21 15:17:57,"['ppkm', 'geser', 'pas', 'ramadhan', 'idul', 'fitri', 'gilir', 'nataru', 'bebas', 'rezim', 'islamofobi']",ppkm geser pas ramadhan idul fitri gilir nataru bebas rezim islamofobi,-5,0
2022-12-21 15:16:04,"['camkaman', 'ppkm', 'nnie']",camkaman ppkm nnie,0,1
2022-12-21 15:14:16,"['rabu', 'tanggal', 'desember', 'wib', 'sd', 'selesai', 'serka', 'joko', 'waliman', 'aiptu', 'sugiman', 'bripka', 'azis', 'mela']",rabu tanggal desember wib sd selesai serka joko waliman aiptu sugiman bripka azis mela,-2,0
2022-12-21 15:12:42,"['jokowi', 'tunggu', 'kaji', 'menteri', 'pekan', 'henti', 'ppkm', 'tahun']",jokowi tunggu kaji menteri pekan henti ppkm tahun,-1,0
2022-12-21 15:07:45,"['zero', 'covid', 'policy', 'bangun', 'imunitas', 'komunal', 'mbak', 'batas']",zero covid policy bangun imunitas komunal mbak batas,-6,0
2022-12-21 15:04:04,"['ramadhan', 'lebaran', 'iya', 'ppkm']",ramadhan lebaran iya ppkm,0,1
2022-12-21 15:02:21,"['kalah', 'wto', 'sawit', 'marah', 'larang', 'ekspor', 'nikel', 'pergi', 'ppkm', 'dompleng', 'agenda', 'davos', 'kopit', 'perio']",kalah wto sawit marah larang ekspor nikel pergi ppkm dompleng agenda davos kopit perio,-17,0
2022-12-21 14:58:35,"['polusi', 'lumayan', 'kirain', 'ppkm', 'pakai', 'motor', 'listrik', '']",polusi lumayan kirain ppkm pakai motor listrik ,-5,0
2022-12-21 14:55:54,"['giat', 'patroli', 'ppkm', 'level', 'monitoring', 'antri', 'bbm', 'spbu', 'wilayah', 'camat', 'kalijambe', 'anggota', 'koramil', 'kalij']",giat patroli ppkm level monitoring antri bbm spbu wilayah camat kalijambe anggota koramil kalij,-1,0
2022-12-21 14:54:31,"['ppkm', 'renti', 'kayak', 'pakai', 'masker']",ppkm renti kayak pakai masker,-6,0
2022-12-21 14:47:48,"['selasa', 'desember', 'pkl', 'wib', 'sd', 'selesai', 'laksana', 'giat', 'patroli', 'gabung', 'rangka', 'pela']",selasa desember pkl wib sd selesai laksana giat patroli gabung rangka pela,-1,0
2022-12-21 14:47:27,"['selasa', 'desember', 'pkl', 'wib', 'sd', 'selesai', 'laksana', 'giat', 'patroli', 'rangka', 'laksa']",selasa desember pkl wib sd selesai laksana giat patroli rangka laksa,4,1
2022-12-21 14:46:30,"['jokowi', 'psbb', 'ppkm', 'henti', 'tahun']",jokowi psbb ppkm henti tahun,-4,0
2022-12-21 14:45:26,"['ngintilin', 'nggk', 'mode', 'profesional', 'nggk', 'ppkm']",ngintilin nggk mode profesional nggk ppkm,0,1
2022-12-21 14:40:44,"['bingung', 'ppkm']",bingung ppkm,0,1
2022-12-21 14:38:18,"['biar', 'ppkm']",biar ppkm,0,1
2022-12-21 14:37:15,"['ppkm', 'admin', '', 'acara', 'kota', 'jalan', 'ribu', 'unjung']",ppkm admin  acara kota jalan ribu unjung,-1,0
2022-12-21 14:37:04,"['temu', '']",temu ,2,1
2022-12-21 14:34:12,"['brarti', 'kemarin', 'mantu', 'langgar', 'ppkm', 'hatihati', 'bicara']",brarti kemarin mantu langgar ppkm hatihati bicara,0,1
2022-12-21 14:31:36,"['ppkm', 'planga', 'plongo', 'kya', 'monyet']",ppkm planga plongo kya monyet,-3,0
2022-12-21 14:28:39,"['rabu', 'tanggal', 'desember', 'pkl', 'wib', 'sd', 'selesai', 'laksana', 'giat', 'patroli', 'ppkm', 'level', '']",rabu tanggal desember pkl wib sd selesai laksana giat patroli ppkm level ,0,1
2022-12-21 14:20:07,"['pandemi', 'covid', 'virus', 'versi', 'delta', 'takut', 'saudara laki', 'musuh', 'wujud']",pandemi covid virus versi delta takut saudara laki musuh wujud,-10,0
2022-12-21 14:19:43,"['dengar', 'lagu', 'iya', 'allah', 'tws', 'ppkm']",dengar lagu iya allah tws ppkm,9,1
2022-12-21 14:19:34,"['ppkmplanga', 'plongo', 'kaya', 'monyet']",ppkmplanga plongo kaya monyet,-3,0
2022-12-21 14:19:31,"['menteri', 'jokowi', 'hebat', 'opung', 'luhut', 'tertawa', 'jaman', 'ppkm', 'hujat', 'habis', '']",menteri jokowi hebat opung luhut tertawa jaman ppkm hujat habis ,-2,0
2022-12-21 14:18:57,"['menteri', 'koordinator', 'bidang', 'ekonomi', 'airlangga', 'hartarto', 'indonesia', 'pasuk', 'fase', 'endemi']",menteri koordinator bidang ekonomi airlangga hartarto indonesia pasuk fase endemi,-4,0
2022-12-21 14:18:45,"['susah', 'ketemu', 'dosen', 'kampus', 'ppkm', 'alias', 'plonga', 'plongo', 'kayak', 'monyet']",susah ketemu dosen kampus ppkm alias plonga plongo kayak monyet,-8,0
2022-12-21 14:17:56,"['aju', 'nambah', 'kapasitas', 'teather', 'tenant', 'fx', '', 'tolong']",aju nambah kapasitas teather tenant fx  tolong,-2,0
2022-12-21 14:17:31,"['ayo', 'zou', 'ppkm']",ayo zou ppkm,4,1
2022-12-21 14:17:29,"['sedih', 'pamit', '', 'terima kasih', 'nemenin', 'kegabutan', 'ppkm', 'kmana', '']",sedih pamit  terima kasih nemenin kegabutan ppkm kmana ,4,1
2022-12-21 14:16:50,"['presiden', 'jokowi', 'ancangancang', 'cabut', 'bijak', 'ppkm', 'level', 'isyarat', 'pe']",presiden jokowi ancangancang cabut bijak ppkm level isyarat pe,-3,0
2022-12-21 14:15:27,"['presiden', 'jokowi', 'ancangancang', 'cabut', 'bijak', 'ppkm', 'level', 'isyarat', 'cabut', 'bijak']",presiden jokowi ancangancang cabut bijak ppkm level isyarat cabut bijak,-9,0
2022-12-21 14:06:19,"['ri', 'bebas', 'covid', 'jokowi', 'tahun', 'psbb', 'ppkm', 'henti']",ri bebas covid jokowi tahun psbb ppkm henti,-8,0
2022-12-21 14:05:18,"['ppkm', 'planga', 'plongo', 'kaya', 'mantu']",ppkm planga plongo kaya mantu,0,1
2022-12-21 14:04:01,"['the', 'wailing', 'film', 'anjing', 'endingnya', 'bikin', 'ppkm']",the wailing film anjing endingnya bikin ppkm,-4,0
2022-12-21 14:03:47,"['asam', 'iyaa', 'banget', 'whatsapp', 'teman', 'hk', 'covid']",asam iyaa banget whatsapp teman hk covid,-2,0
2022-12-21 14:03:13,"['natsirdmokrat', 'anggota', 'komisi', 'ix', 'dpr', 'ppkm', 'layak', 'cabut', 'download', 'aplikasi', 'inilahcom', 'mendapa']",natsirdmokrat anggota komisi ix dpr ppkm layak cabut download aplikasi inilahcom mendapa,-11,0
2022-12-21 14:00:36,"['ppkm', 'planga', 'plongo', 'menang']",ppkm planga plongo menang,-1,0
2022-12-21 13:53:05,"['epidemiolog', 'ugm', 'jokowi', 'pergi', 'ppkm', 'tahun']",epidemiolog ugm jokowi pergi ppkm tahun,-2,0
2022-12-21 13:50:51,"['ppkm', 'bhagia', 'metawin']",ppkm bhagia metawin,0,1
2022-12-21 13:48:49,"['mampus', 'ppkm']",mampus ppkm,-5,0
2022-12-21 13:48:28,"['indihome', 'lambat berfikir', 'telkomsel', 'lambat berfikir', 'waktu', 'ppkm']",indihome lambat berfikir telkomsel lambat berfikir waktu ppkm,0,1
2022-12-21 13:45:56,"['ppkm', 'pakai', 'masker', 'rumah', 'umum']",ppkm pakai masker rumah umum,1,1
2022-12-21 13:44:42,"['asyik', 'ppkm', 'sebentar', '']",asyik ppkm sebentar ,-2,0
2022-12-21 13:43:33,"['ppkm', 'cabut', 'angin', 'segar', 'ekonomi']",ppkm cabut angin segar ekonomi,-1,0
2022-12-21 13:40:00,"['tahun', 'henti', 'ppkm', 'jokowi', 'jakarta', 'rabu', '']",tahun henti ppkm jokowi jakarta rabu ,-4,0
2022-12-21 13:39:17,"['giat', 'camat', 'coblong', 'hadir', 'rapat', 'batas', 'forkopimdasatuan', 'tugas', 'cepat', 'tangan', 'covid', 'kota', 'bandung']",giat camat coblong hadir rapat batas forkopimdasatuan tugas cepat tangan covid kota bandung,-8,0
2022-12-21 13:38:54,"['kait', 'hapus', 'ppkm', 'epidemiolog', 'perintah', 'tunggu', 'tahun', 'utama', 'me']",kait hapus ppkm epidemiolog perintah tunggu tahun utama me,-3,0
2022-12-21 13:35:52,"['asik', 'banget', 'dik', 'puluh', 'purnama', 'ppkm', '']",asik banget dik puluh purnama ppkm ,3,1
2022-12-21 13:27:03,"['rohadi', 'natal', 'tahun', 'ppkm', 'dijabut', 'idul', 'fitri', 'ppkm', 'dasar', 'presiden', 'jembut']",rohadi natal tahun ppkm dijabut idul fitri ppkm dasar presiden jembut,4,1
2022-12-21 13:24:34,"['ppkm', 'longgar', 'tingkat', 'kosong', 'hotel', 'jakarta', 'turun', 'persen']",ppkm longgar tingkat kosong hotel jakarta turun persen,1,1
2022-12-21 13:20:31,"['ppkm', 'planga', 'plongo', 'kelar', 'maraton']",ppkm planga plongo kelar maraton,3,1
2022-12-21 13:19:05,"['me', 'rn', 'ppkm', 'planga', 'plongo', 'kaya', 'monyet']",me rn ppkm planga plongo kaya monyet,-3,0
2022-12-21 13:17:00,"['selamat', 'tinggal', 'ppkm', 'menko', 'ekonomi', 'airlangga', 'hartarto', 'indonesia', 'fase', 'endemi', 'cov']",selamat tinggal ppkm menko ekonomi airlangga hartarto indonesia fase endemi cov,-2,0
2022-12-21 13:15:09,"['wkskakka', 'gajadi', 'nonton', 'ya sudah', 'tidak apa', 'di sana', 'ppkm', '']",wkskakka gajadi nonton ya sudah tidak apa di sana ppkm ,-3,0
2022-12-21 13:14:08,"['empathy', '', 'tidak tahu', 'nyuruh', 'bicara', 'guilty', 'innocent', 'ppkm']",empathy  tidak tahu nyuruh bicara guilty innocent ppkm,-3,0
2022-12-21 13:12:34,"['ppkm', 'kadin', 'perintah', 'peta', 'jalan', 'transisi', 'endemi']",ppkm kadin perintah peta jalan transisi endemi,-5,0
2022-12-21 13:05:05,"['cuci', 'muka', 'oppa', 'biar', 'ppkm', '']",cuci muka oppa biar ppkm ,0,1
2022-12-21 13:05:04,"['merah', 'batas', 'tiada', 'acu', 'instruksi', 'menteri', 'negeri', 'kemendagri', 'batas', 'kegiata']",merah batas tiada acu instruksi menteri negeri kemendagri batas kegiata,-16,0
2022-12-21 13:03:22,"['skz', 'kenal', 'ppkm', 'dekat sekali']",skz kenal ppkm dekat sekali,1,1
2022-12-21 13:01:10,"['first', 'time', 'pengki', 'ppkm', '']",first time pengki ppkm ,0,1
2022-12-21 13:00:47,"['maaf', 'adel', 'erti', 'ppkm', '']",maaf adel erti ppkm ,-1,0
2022-12-21 13:00:02,"['jokowi', 'janji', 'keppres', 'henti', 'psbbppkm', 'terbit', 'minggu']",jokowi janji keppres henti psbbppkm terbit minggu,-4,0
2022-12-21 12:56:29,"['ragu', 'terap', 'batas', 'giat', 'duduk', 'alas', 'ekonomi', 'terap', 'psbb', 'ppk']",ragu terap batas giat duduk alas ekonomi terap psbb ppk,-6,0
2022-12-21 12:56:25,"['batas', 'jemaat', 'ibadah', 'natal', 'ppkm', 'level']",batas jemaat ibadah natal ppkm level,2,1
2022-12-21 12:55:37,"['jokowi', 'rencana', 'hapus', 'ppkm', 'tahun', 'via']",jokowi rencana hapus ppkm tahun via,-5,0
2022-12-21 12:46:39,"['cakup', 'booster', 'stagnan']",cakup booster stagnan,-2,0
2022-12-21 12:46:22,"['jongin', 'festival', 'ppkm']",jongin festival ppkm,0,1
2022-12-21 12:45:46,"['sibuk', 'ppkm']",sibuk ppkm,-3,0
2022-12-21 12:45:16,"['iya', 'vaksin', 'permenkes', 'syarat', 'vaksin', 'transportasi', 'publik', 'permenhub', 'ppkm', 'upa']",iya vaksin permenkes syarat vaksin transportasi publik permenhub ppkm upa,2,1
2022-12-21 12:44:21,"['jokowi', 'pergi', 'bijak', 'ppkm', 'lucy', 'kurniasari', 'bilang', 'layak', 'dukung']",jokowi pergi bijak ppkm lucy kurniasari bilang layak dukung,-1,0
2022-12-21 12:43:09,"['oalah', 'ppkm', 'mark', 'mark', 'tertawa']",oalah ppkm mark mark tertawa,5,1
2022-12-21 12:42:58,"['sibuk', 'ppkm', '']",sibuk ppkm ,-3,0
2022-12-21 12:39:59,"['iya', 'nataru', 'ppkm', 'lebaran', 'wekwekwkek', '']",iya nataru ppkm lebaran wekwekwkek ,0,1
2022-12-21 12:39:51,"['kabar', 'kaji', 'menteri', 'henti', 'ppkm', 'selesai', 'pekan', 'hasil']",kabar kaji menteri henti ppkm selesai pekan hasil,4,1
2022-12-21 12:39:39,"['ppkm', 'sas']",ppkm sas,0,1
2022-12-21 12:38:43,"['kendara', 'umum', 'kayak', 'pesawat', 'kereta', 'atur', 'ppkm', 'kah']",kendara umum kayak pesawat kereta atur ppkm kah,-9,0
2022-12-21 12:38:07,"['com', 'presiden', 'jokowi', 'perintah', 'ppkm']",com presiden jokowi perintah ppkm,3,1
2022-12-21 12:38:07,"['acu', 'vaksin', 'publik', 'ppkm', 'mesti', 'batas', 'hilang', 'buka']",acu vaksin publik ppkm mesti batas hilang buka,-11,0
2022-12-21 12:37:57,"['tingkat', 'kebal', 'masyarakat', 'indonesia', 'relatif', 'tinggi', 'iring', 'cakup', 'vaksinasi', 'luas', 'epidem']",tingkat kebal masyarakat indonesia relatif tinggi iring cakup vaksinasi luas epidem,5,1
2022-12-21 12:37:16,"['maaf', 'teman', 'pacar', 'ppkm']",maaf teman pacar ppkm,-2,0
2022-12-21 12:37:08,"['presiden', 'jokowi', 'perintah', 'ppkm']",presiden jokowi perintah ppkm,3,1
2022-12-21 12:35:20,"['gilir', 'denji', 'ppkm', '', 'oke', 'makan', 'gratis', '']",gilir denji ppkm  oke makan gratis ,6,1
2022-12-21 12:33:18,"['neng', 'presiden', 'keppres', 'kait', 'henti', 'ppkm']",neng presiden keppres kait henti ppkm,4,1
2022-12-21 12:32:37,"['presiden', 'joko', 'widodo', 'menko', 'bidang', 'ekonomi', 'airlangga', 'hartarto', 'perintah', 'henti']",presiden joko widodo menko bidang ekonomi airlangga hartarto perintah henti,-1,0
2022-12-21 12:32:11,"['mati', 'lampu', 'ppkm']",mati lampu ppkm,3,1
2022-12-21 12:31:07,"['jokowi', 'ahir', 'tahun', 'henti', 'ppkm', 'tahun', 'ppkm', 'gaya']",jokowi ahir tahun henti ppkm tahun ppkm gaya,-4,0
2022-12-21 12:29:35,"['ramadhan', 'lebaran', 'ppkm', 'iya']",ramadhan lebaran ppkm iya,0,1
2022-12-21 12:28:30,"['heleeeh', 'tunggu', 'tahun', 'krmarin', 'mantu', 'brarti', 'langgar', 'ppkm']",heleeeh tunggu tahun krmarin mantu brarti langgar ppkm,-1,0
2022-12-21 12:27:51,"['ppkm', 'plonga', 'plongo', 'kaya', 'meong']",ppkm plonga plongo kaya meong,0,1
2022-12-21 12:27:40,"['jokowi', 'ppkm', 'henti', 'ri', 'fase', 'endemi', 'covid']",jokowi ppkm henti ri fase endemi covid,-9,0
2022-12-21 12:27:33,"['perintah', 'rencana', 'cabut', 'status', 'ppkm', 'kadin']",perintah rencana cabut status ppkm kadin,-7,0
2022-12-21 12:27:21,"['batas', 'tiada', 'acu', 'instruksi', 'menteri', 'negeri', 'kemendagri', 'batas']",batas tiada acu instruksi menteri negeri kemendagri batas,-17,0
2022-12-21 12:27:21,"['muhadjir', 'ppkm', 'ri', 'pandemi', 'adik', 'facto']",muhadjir ppkm ri pandemi adik facto,-5,0
2022-12-21 12:27:20,"['jokowi', 'ppkm', 'terap', 'iring', 'trend', 'covid', 'landai', 'tahun', 'dica']",jokowi ppkm terap iring trend covid landai tahun dica,0,1
2022-12-21 12:25:45,"['baca', 'ppkm', 'habis', 'tahun']",baca ppkm habis tahun,2,1
2022-12-21 12:25:29,"['biar', 'romadhon', 'lagippkm']",biar romadhon lagippkm,0,1
2022-12-21 12:24:23,"['ppmm', 'ppkm', '']",ppmm ppkm ,0,1
2022-12-21 12:23:01,"['ppkm', 'menko', 'ekonomi', 'airlangga', 'hartarto', 'presiden', 'joko', 'widodo', '']",ppkm menko ekonomi airlangga hartarto presiden joko widodo ,3,1
2022-12-21 12:20:44,"['ppkm', 'bangun']",ppkm bangun,0,1
2022-12-21 12:20:09,"['rabu', 'pkl', 'wib', 'polsek', 'asih', 'giat', 'kryd', 'patroli', 'ppkm', 'level', 'covid', 'cegah', 'antisipasi']",rabu pkl wib polsek asih giat kryd patroli ppkm level covid cegah antisipasi,6,1
2022-12-21 12:20:05,"['ppkm', 'plonga', 'plongo', 'lantas', 'tatap', 'sinis', 'lupa', 'merek']",ppkm plonga plongo lantas tatap sinis lupa merek,-1,0
2022-12-21 12:20:00,"['langkah', 'situasi', 'pandemi', 'covid', 'tanah', 'air', 'landai', 'kondisi', 'sehat']",langkah situasi pandemi covid tanah air landai kondisi sehat,1,1
2022-12-21 12:18:31,"['jokwoi', 'ppkm', 'henti', 'tahun']",jokwoi ppkm henti tahun,-4,0
2022-12-21 12:16:00,"['habis', 'ppkm', 'tahun']",habis ppkm tahun,0,1
2022-12-21 12:14:28,"['cabut', 'ppkm', 'perintah', 'lapang', 'dada', 'korban', 'kipi', 'alami', 'cacat', 'at']",cabut ppkm perintah lapang dada korban kipi alami cacat at,-14,0
2022-12-21 12:13:21,"['oalah', 'tour', 'iya', 'asik', 'banget', 'tour', 'ppkm', 'kakak', 'planga', 'plongo', 'kayak', 'monyet', '']",oalah tour iya asik banget tour ppkm kakak planga plongo kayak monyet ,-2,0
2022-12-21 12:11:06,"['laut', 'manusia', 'ngerubungi', 'nggk', 'ppkm']",laut manusia ngerubungi nggk ppkm,3,1
2022-12-21 12:10:35,"['jokowi', 'henti', 'ppkm', 'epidemiolog', 'urgensi']",jokowi henti ppkm epidemiolog urgensi,-4,0
2022-12-21 12:10:34,"['serba', 'salah', 'ma', 'eluppkm', 'salahberhenti', 'ppkm', 'salahmau', 'drun tololll']",serba salah ma eluppkm salahberhenti ppkm salahmau drun tololll,-4,0
2022-12-21 12:09:02,"['ribut', 'istilah', 'mudik', 'pulang', 'kampung', 'pas', 'ppkm', 'ribut', 'ppkn', 'karantina', 'tolol']",ribut istilah mudik pulang kampung pas ppkm ribut ppkn karantina tolol,-5,0
2022-12-21 12:07:30,"['berita', 'ppkm', 'berita', 'buruk', 'umum', 'jokowi']",berita ppkm berita buruk umum jokowi,-12,0
2022-12-21 12:06:35,"['anak', 'lahir', 'ppkm']",anak lahir ppkm,3,1
2022-12-21 12:06:33,"['nama', 'jun', 'ahli', 'ppkm', 'planga', 'plongo', 'kaya', 'mnyt', 'maaf', 'sesuai', 'target', 'pasar']",nama jun ahli ppkm planga plongo kaya mnyt maaf sesuai target pasar,2,1
2022-12-21 12:06:11,"['natal', 'tahun', 'ppkm', 'dijabut', 'idul', 'fitri', 'ppkm', 'dasar', 'presiden', 'jembut']",natal tahun ppkm dijabut idul fitri ppkm dasar presiden jembut,4,1
2022-12-21 12:03:25,"['tahun', 'henti', 'ppkm', 'ramadhan', 'jelang', 'lebaran', 'ppkm', 'lagiato', 'covid', 'meningkatdah', 'basipakdepakde']",tahun henti ppkm ramadhan jelang lebaran ppkm lagiato covid meningkatdah basipakdepakde,-1,0
2022-12-21 12:01:18,"['blinkers', 'urus', 'jisoo', 'ppkm', 'alias', 'planga', 'plongo', 'kayak', 'monyed']",blinkers urus jisoo ppkm alias planga plongo kayak monyed,-3,0
2022-12-21 12:01:10,"['byebye', 'ppkm', 'menko', 'airlangga', 'pandemi', 'endemi', '', 'detik', '', '', '']",byebye ppkm menko airlangga pandemi endemi  detik   ,-10,0
2022-12-21 12:00:15,"['banget', 'jarak', 'kursi', 'kaya', 'pas', 'ppkm']",banget jarak kursi kaya pas ppkm,3,1
2022-12-21 11:58:59,"['kayak', 'gamungkin', 'anjing', 'apply', 'dikit', 'kwkwkwk', 'ppkm']",kayak gamungkin anjing apply dikit kwkwkwk ppkm,-14,0
2022-12-21 11:58:09,"['catat', 'jokowi', 'henti', 'ppkm', 'tahun']",catat jokowi henti ppkm tahun,-4,0
2022-12-21 11:56:37,"['jaehyeon', 'beneran', 'anak', 'ppkm', 'banget']",jaehyeon beneran anak ppkm banget,3,1
2022-12-21 11:56:11,"['jokowi', 'kasih', 'sinyal', 'tahun', 'ppkm', 'kelar']",jokowi kasih sinyal tahun ppkm kelar,4,1
2022-12-21 11:54:27,"['dunia', 'ppkm']",dunia ppkm,-1,0
2022-12-21 11:48:16,"['anggota', 'komisi', 'ix', 'dpr', 'ppkm', 'layak', 'cabut', 'download', 'aplikasi', 'inilahcom', 'mend']",anggota komisi ix dpr ppkm layak cabut download aplikasi inilahcom mend,-11,0
2022-12-21 11:47:06,"['hahah', 'banget', 'seluk', 'beluk', 'pura', 'pura', 'ppkm']",hahah banget seluk beluk pura pura ppkm,0,1
2022-12-21 11:39:17,"['gara', 'habis', 'ppkm', 'euforia', 'gede']",gara habis ppkm euforia gede,-4,0
2022-12-21 11:38:19,"['presiden', 'jokowi', 'menteri', 'bicara', 'situasi', 'pandemi', 'covid', 'indonesia', 'sorot']",presiden jokowi menteri bicara situasi pandemi covid indonesia sorot,-2,0
2022-12-21 11:32:37,"['sebenernya', 'lambat', 'waktu', 'indonesia', 'layak', 'fase', 'endemi', '']",sebenernya lambat waktu indonesia layak fase endemi ,-6,0
2022-12-21 11:32:37,"['dinkes', 'kepri', 'dukung', 'rencana', 'perintah', 'pergi', 'ppkm', 'psbb']",dinkes kepri dukung rencana perintah pergi ppkm psbb,0,1
2022-12-21 11:32:32,"['cabut', 'ppkm', 'gairah', 'ekonomi', 'daerah']",cabut ppkm gairah ekonomi daerah,-4,0
2022-12-21 11:32:12,"['kaji', 'henti', 'ppkm', 'selesai', 'pekan', 'airlangga', 'hartarto', 'pandemi', 'ubah']",kaji henti ppkm selesai pekan airlangga hartarto pandemi ubah,-3,0
2022-12-21 11:30:47,"['ppkm', 'menko', 'ekonomi', 'airlangga', 'hartarto', 'presiden', 'joko', 'widodo']",ppkm menko ekonomi airlangga hartarto presiden joko widodo,3,1
2022-12-21 11:26:02,"['hajat', 'virus', 'karantina', 'selesai', 'hajat', 'ppkm', 'main']",hajat virus karantina selesai hajat ppkm main,-6,0
2022-12-21 11:24:52,"['bijak', 'ppkm', 'psbb', 'setop', 'tahun', 'manfaat', 'ekonomi', 'papar', 'menkeu']",bijak ppkm psbb setop tahun manfaat ekonomi papar menkeu,1,1
2022-12-21 11:22:15,"['waktu', 'ppkm', 'alias', 'planga', 'plongo', 'kaya', 'meong']",waktu ppkm alias planga plongo kaya meong,0,1
2022-12-21 11:21:30,"['ppkm', 'alias', 'plonga', 'plongo', 'kayak', 'monyet']",ppkm alias plonga plongo kayak monyet,-6,0
2022-12-21 11:18:41,"['chaewooonie', 'terima', 'kasih', 'kenal', 'taj', 'yaaah', '', 'ppkm', '']",chaewooonie terima kasih kenal taj yaaah  ppkm ,4,1
2022-12-21 11:16:10,"['covid', 'jokowi', 'pergi', 'ppkm']",covid jokowi pergi ppkm,-2,0
2022-12-21 11:12:32,"['mnding', 'sekolah', 'aseli', 'libur', 'bokek', 'mn', 'ppkm', 'plonga', 'plongo', 'kaya', 'monyet']",mnding sekolah aseli libur bokek mn ppkm plonga plongo kaya monyet,-2,0
2022-12-21 11:10:15,"['cari', 'mountain', 'dew', 'kayak', 'cari', 'masker', 'pas', 'ppkm', 'susah', 'banget']",cari mountain dew kayak cari masker pas ppkm susah banget,-9,0
2022-12-21 11:10:03,"['batas', 'giat', 'masyarakat', 'ppkm', 'level', 'kota', 'palangka', 'raya', 'kalimantan', 'tengah', 'kalte']",batas giat masyarakat ppkm level kota palangka raya kalimantan tengah kalte,-2,0
2022-12-21 11:05:23,"['menag', 'batas', 'jemaat', 'gereja', 'ibadah', 'natal', 'menag', 'batas', 'tiada']",menag batas jemaat gereja ibadah natal menag batas tiada,-5,0
2022-12-21 11:01:17,"['jokowi', 'terbit', 'keppres', 'henti', 'ppkm', 'pekan']",jokowi terbit keppres henti ppkm pekan,-4,0
2022-12-21 11:01:01,"['ppkm', 'plonga', 'plongo', 'monyet']",ppkm plonga plongo monyet,-3,0
2022-12-21 10:57:38,"['dewi', 'persik', 'kapok', 'gosip', 'politik']",dewi persik kapok gosip politik,-9,0
2022-12-21 10:54:45,"['tahun', 'ppkm', 'hapus', 'plandemi']",tahun ppkm hapus plandemi,-3,0
2022-12-21 10:51:13,"['putus', 'tunggu', 'hasil', 'kaji', 'menteri', 'sehat']",putus tunggu hasil kaji menteri sehat,7,1
2022-12-21 10:44:48,"['pandemi', 'ubah', 'endemi', 'menteri', 'koordinator', 'bangun', 'manusia', 'budaya', 'menko', 'pmk', 'muhadjir', 'effendy', 'menil']",pandemi ubah endemi menteri koordinator bangun manusia budaya menko pmk muhadjir effendy menil,-5,0
